# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_upstream_gene_variant
IV00_00044527	IV00_00044527	IV00_00044527-RA	protein_coding	0	0	0	42	0	0	0	0	0	0	0	25	0	0	8	0	0	0	0	0	0	0	0	9
IV00_00044528	IV00_00044528	IV00_00044528-RA	protein_coding	0	0	0	47	1	0	0	0	0	0	0	28	0	0	3	0	0	0	0	0	0	0	0	15
IV00_00044530	IV00_00044530	IV00_00044530-RA	protein_coding	1	0	0	68	0	0	0	0	0	0	0	24	0	1	31	0	0	0	0	0	0	0	0	13
IV00_00044531	IV00_00044531	IV00_00044531-RA	protein_coding	0	0	0	34	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	13
IV00_00044536	IV00_00044536	IV00_00044536-RA	protein_coding	0	0	0	65	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	23
IV00_00044537	IV00_00044537	IV00_00044537-RA	protein_coding	0	1	0	66	0	0	0	0	0	0	0	18	0	0	15	0	0	0	1	0	0	0	0	34
IV00_00044538	IV00_00044538	IV00_00044538-RA	protein_coding	0	5	0	138	0	0	0	0	0	0	0	22	0	0	93	0	0	0	5	0	0	0	0	28
IV00_00044541	IV00_00044541	IV00_00044541-RA	protein_coding	0	0	0	74	0	0	1	0	0	0	0	17	0	0	16	0	0	0	0	0	0	0	0	40
IV00_00044542	IV00_00044542	IV00_00044542-RA	protein_coding	0	0	0	61	0	0	0	0	0	0	0	28	0	0	14	0	0	0	0	0	0	0	0	19
IV00_00044545	IV00_00044545	IV00_00044545-RA	protein_coding	1	5	0	157	0	0	0	0	0	0	0	23	0	1	99	0	0	1	6	0	0	0	0	41
IV00_00044547	IV00_00044547	IV00_00044547-RA	protein_coding	0	3	0	87	0	0	0	0	0	0	0	30	0	0	28	0	0	0	3	0	0	0	0	32
IV00_00044548	IV00_00044548	IV00_00044548-RA	protein_coding	2	0	2	57	0	0	0	2	0	0	0	27	0	2	9	0	0	0	0	0	0	0	0	21
IV00_00044549	IV00_00044549	IV00_00044549-RA	protein_coding	1	1	0	166	0	0	0	0	0	0	0	19	0	1	92	0	0	0	1	0	0	0	0	56
IV00_00044549	IV00_00044549	IV00_00044549-RB	protein_coding	1	1	0	166	0	0	0	0	0	0	0	19	0	1	92	0	0	0	1	0	0	0	0	56
IV00_00044550	IV00_00044550	IV00_00044550-RA	protein_coding	0	0	0	90	0	0	0	0	0	0	0	42	0	0	24	0	0	0	0	0	0	0	0	24
IV00_00044551	IV00_00044551	IV00_00044551-RA	protein_coding	3	0	0	87	0	0	0	0	0	0	0	26	0	3	12	0	0	0	0	0	0	0	0	49
IV00_00044552	IV00_00044552	IV00_00044552-RA	protein_coding	0	0	0	104	0	0	0	0	0	0	0	23	0	0	63	0	0	0	0	0	0	0	0	18
IV00_00044554	IV00_00044554	IV00_00044554-RA	protein_coding	0	1	0	152	0	0	0	0	0	0	0	28	0	0	119	0	0	0	1	0	0	0	0	6
IV00_00044556	IV00_00044556	IV00_00044556-RA	protein_coding	0	1	0	102	1	0	0	0	0	0	0	35	0	0	38	0	0	0	1	0	0	0	0	29
IV00_00044558	IV00_00044558	IV00_00044558-RA	protein_coding	0	1	1	91	0	0	0	0	0	1	0	25	0	0	44	0	0	0	1	0	0	0	0	23
IV00_00044565	IV00_00044565	IV00_00044565-RA	protein_coding	0	0	0	110	7	0	0	0	0	0	0	32	0	0	16	0	0	0	0	0	0	0	0	55
IV00_00044567	IV00_00044567	IV00_00044567-RA	protein_coding	0	0	2	53	0	0	0	1	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	27
IV00_00044568	IV00_00044568	IV00_00044568-RA	protein_coding	0	0	0	69	4	0	0	0	0	0	0	42	0	0	6	0	0	0	0	0	0	0	0	17
IV00_00044569	IV00_00044569	IV00_00044569-RA	protein_coding	0	1	0	139	0	0	0	0	0	0	0	18	0	0	96	0	0	0	1	0	0	0	0	26
IV00_00044571	IV00_00044571	IV00_00044571-RA	protein_coding	0	0	0	49	0	0	0	0	0	0	0	23	0	0	9	0	0	0	0	0	0	0	0	17
IV00_00044572	IV00_00044572	IV00_00044572-RA	protein_coding	0	0	0	105	0	0	0	0	0	0	0	58	0	0	29	0	0	0	0	0	0	0	0	18
IV00_00044573	IV00_00044573	IV00_00044573-RA	protein_coding	0	2	0	186	0	0	0	0	0	0	0	54	0	0	111	0	0	0	2	0	0	0	0	23
IV00_00044574	IV00_00044574	IV00_00044574-RA	protein_coding	1	0	0	86	2	0	1	1	0	0	0	22	0	0	38	0	0	0	0	1	0	0	0	23
IV00_00044575	IV00_00044575	IV00_00044575-RA	protein_coding	0	0	0	81	0	0	0	0	0	0	0	32	0	0	17	0	0	0	0	0	0	0	0	32
IV00_00044576	IV00_00044576	IV00_00044576-RA	protein_coding	0	1	0	134	0	0	0	0	0	0	0	25	0	0	96	0	0	0	1	0	0	0	0	14
IV00_00044578	IV00_00044578	IV00_00044578-RA	protein_coding	0	0	0	68	0	0	0	0	0	0	0	33	0	0	23	0	0	0	0	0	0	0	0	12
IV00_00044581	IV00_00044581	IV00_00044581-RA	protein_coding	3	5	0	330	0	0	0	0	0	0	0	32	0	2	288	0	0	1	5	0	0	0	0	16
IV00_00044587	IV00_00044587	IV00_00044587-RA	protein_coding	0	0	0	67	0	0	0	0	0	0	0	33	0	0	14	0	0	0	0	0	0	0	0	20
IV00_00044590	IV00_00044590	IV00_00044590-RA	protein_coding	2	1	0	190	0	0	0	0	0	0	0	31	0	1	139	0	0	1	1	0	0	0	0	22
IV00_00044592	IV00_00044592	IV00_00044592-RA	protein_coding	0	0	0	75	0	0	0	0	0	0	0	33	0	0	11	0	0	0	0	0	0	0	0	31
IV00_00044596	IV00_00044596	IV00_00044596-RA	protein_coding	0	1	0	125	0	0	0	0	0	0	0	21	0	0	76	0	0	0	1	0	0	0	0	29
IV00_00044597	IV00_00044597	IV00_00044597-RA	protein_coding	0	0	0	88	0	0	0	0	0	0	0	23	0	0	28	0	0	0	0	0	0	0	0	37
IV00_00044598	IV00_00044598	IV00_00044598-RA	protein_coding	2	1	1	149	0	0	0	0	0	1	0	28	0	1	85	0	1	0	2	0	0	0	0	38
IV00_00044599	IV00_00044599	IV00_00044599-RA	protein_coding	0	0	0	139	3	0	0	0	0	0	0	30	0	0	87	0	0	0	0	0	0	0	0	19
IV00_00044603	IV00_00044603	IV00_00044603-RA	protein_coding	0	1	0	166	1	0	0	0	0	0	0	21	0	0	111	0	0	0	1	0	0	0	0	34
IV00_00044603	IV00_00044603	IV00_00044603-RB	protein_coding	0	1	0	166	1	0	0	0	0	0	0	21	0	0	111	0	0	0	1	0	0	0	0	34
IV00_00044603	IV00_00044603	IV00_00044603-RC	protein_coding	0	1	0	166	1	0	0	0	0	0	0	21	0	0	111	0	0	0	1	0	0	0	0	34
IV00_00044604	IV00_00044604	IV00_00044604-RA	protein_coding	4	0	0	81	0	0	0	0	0	0	0	33	1	3	12	0	0	2	2	0	0	0	0	38
IV00_00044606	IV00_00044606	IV00_00044606-RA	protein_coding	4	0	1	57	0	0	0	1	0	0	0	28	0	4	0	0	0	0	0	0	0	0	0	29
IV00_00044607	IV00_00044607	IV00_00044607-RA	protein_coding	0	0	0	97	0	0	0	0	0	0	0	30	0	0	48	0	0	0	0	0	0	0	0	19
IV00_00044609	IV00_00044609	IV00_00044609-RA	protein_coding	0	0	0	72	0	0	0	0	0	0	0	28	0	0	14	0	0	0	0	0	0	0	0	30
IV00_00044612	IV00_00044612	IV00_00044612-RA	protein_coding	0	0	0	76	2	0	0	0	0	0	0	19	0	0	50	0	0	0	0	0	0	0	0	5
IV00_00044614	IV00_00044614	IV00_00044614-RA	protein_coding	1	2	0	73	0	0	0	0	0	0	0	28	0	1	27	0	0	0	2	0	0	0	0	20
IV00_00044615	IV00_00044615	IV00_00044615-RA	protein_coding	0	0	0	63	0	0	0	0	0	0	0	33	0	0	12	0	0	0	0	0	0	0	0	18
IV00_00044616	IV00_00044616	IV00_00044616-RA	protein_coding	0	2	0	82	0	0	0	0	0	0	0	34	0	0	28	0	0	0	2	0	0	0	0	22
IV00_00044617	IV00_00044617	IV00_00044617-RA	protein_coding	3	0	0	73	3	0	0	0	0	0	0	17	0	3	36	0	0	0	0	0	0	1	0	17
IV00_00044618	IV00_00044618	IV00_00044618-RA	protein_coding	0	0	0	135	2	0	0	0	0	0	0	25	0	0	68	0	0	0	0	0	0	0	0	40
IV00_00044622	IV00_00044622	IV00_00044622-RA	protein_coding	0	0	0	116	5	0	0	0	0	0	0	26	0	0	4	0	0	0	0	0	0	0	0	81
IV00_00044623	IV00_00044623	IV00_00044623-RA	protein_coding	1	13	0	316	0	0	0	0	0	0	0	57	0	0	217	0	1	0	13	0	0	0	0	56
IV00_00044624	IV00_00044624	IV00_00044624-RA	protein_coding	0	0	0	240	10	0	0	0	0	0	0	65	0	0	114	0	0	0	0	0	0	0	0	51
IV00_00044626	IV00_00044626	IV00_00044626-RA	protein_coding	0	2	1	183	0	0	0	0	0	0	1	47	0	0	83	0	0	0	2	0	0	0	0	55
IV00_00044626	IV00_00044626	IV00_00044626-RB	protein_coding	0	2	1	183	0	0	0	0	0	0	1	47	0	0	83	0	0	0	2	0	0	0	0	55
IV00_00044628	IV00_00044628	IV00_00044628-RA	protein_coding	0	0	0	102	0	0	0	0	0	0	0	72	0	0	8	0	0	0	0	0	0	0	0	22
IV00_00044630	IV00_00044630	IV00_00044630-RA	protein_coding	0	0	0	70	0	0	0	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	36
IV00_00044632	IV00_00044632	IV00_00044632-RA	protein_coding	1	0	0	88	0	0	0	0	0	0	0	17	0	0	40	0	1	0	0	0	0	0	0	32
IV00_00044636	IV00_00044636	IV00_00044636-RA	protein_coding	0	0	0	123	1	0	0	0	0	0	0	43	0	0	53	0	0	0	0	0	0	0	0	26
IV00_00044640	IV00_00044640	IV00_00044640-RA	protein_coding	0	0	0	41	2	0	0	0	0	0	0	10	0	0	18	0	0	0	0	0	0	0	0	11
IV00_00044641	IV00_00044641	IV00_00044641-RA	protein_coding	0	0	0	47	0	0	0	0	0	0	0	27	0	0	2	0	0	0	0	0	0	0	0	18
IV00_00044642	IV00_00044642	IV00_00044642-RA	protein_coding	2	1	1	53	0	0	0	0	1	0	0	10	0	2	19	0	0	0	1	0	0	0	0	25
IV00_00044645	IV00_00044645	IV00_00044645-RA	protein_coding	1	2	1	99	0	0	0	0	0	1	0	37	0	1	45	0	0	0	2	0	0	0	0	19
IV00_00044649	IV00_00044649	IV00_00044649-RA	protein_coding	0	0	0	86	4	0	0	0	0	0	0	20	0	0	41	0	0	0	0	0	0	0	0	21
IV00_00044650	IV00_00044650	IV00_00044650-RA	protein_coding	1	3	0	78	0	0	0	0	0	0	0	9	0	1	44	0	0	0	3	0	0	0	0	28
IV00_00044652	IV00_00044652	IV00_00044652-RA	protein_coding	0	1	0	83	3	0	0	0	0	0	0	42	0	0	20	0	0	0	1	0	0	0	0	19
IV00_00044653	IV00_00044653	IV00_00044653-RA	protein_coding	0	0	4	95	1	0	0	1	0	3	0	44	0	0	34	0	0	0	0	0	0	0	0	16
IV00_00044658	IV00_00044658	IV00_00044658-RA	protein_coding	1	2	0	60	0	0	0	0	0	0	0	19	0	1	23	0	0	0	2	0	0	0	0	20
IV00_00044660	IV00_00044660	IV00_00044660-RA	protein_coding	2	0	0	49	0	0	0	0	1	0	0	23	0	1	9	0	0	0	0	0	2	0	0	17
IV00_00044662	IV00_00044662	IV00_00044662-RA	protein_coding	0	0	0	69	0	0	0	0	0	0	0	15	0	0	37	0	0	0	0	0	0	0	0	17
IV00_00044664	IV00_00044664	IV00_00044664-RA	protein_coding	0	0	0	78	0	0	0	0	0	0	0	22	0	0	22	0	0	0	0	0	0	0	0	34
IV00_00044666	IV00_00044666	IV00_00044666-RA	protein_coding	0	0	0	74	0	0	0	0	0	0	0	20	0	0	34	0	0	0	0	0	0	0	0	20
IV00_00044678	IV00_00044678	IV00_00044678-RA	protein_coding	1	1	0	88	0	0	0	0	0	1	0	20	0	0	45	0	0	1	2	0	0	0	0	25
IV00_00044679	IV00_00044679	IV00_00044679-RA	protein_coding	0	0	0	58	0	0	0	0	0	0	0	29	0	0	18	0	0	0	0	0	0	0	0	11
IV00_00044679	IV00_00044679	IV00_00044679-RB	protein_coding	0	0	0	58	0	0	0	0	0	0	0	29	0	0	18	0	0	0	0	0	0	0	0	11
IV00_00044680	IV00_00044680	IV00_00044680-RA	protein_coding	0	0	0	89	0	0	0	0	0	0	0	19	0	0	37	0	0	0	0	0	0	0	0	33
IV00_00044682	IV00_00044682	IV00_00044682-RA	protein_coding	0	1	0	71	5	0	0	0	0	0	0	15	0	0	39	0	0	0	1	0	0	0	0	13
IV00_00044683	IV00_00044683	IV00_00044683-RA	protein_coding	0	3	0	53	0	0	0	0	0	0	0	15	0	0	24	0	0	0	3	0	0	0	0	17
IV00_00044688	IV00_00044688	IV00_00044688-RA	protein_coding	0	0	0	50	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	25
IV00_00044694	IV00_00044694	IV00_00044694-RA	protein_coding	2	0	2	124	3	0	0	0	0	0	2	28	0	2	65	0	0	0	0	0	0	0	0	28
IV00_00044694	IV00_00044694	IV00_00044694-RB	protein_coding	2	0	2	143	4	0	0	0	0	0	2	33	0	2	78	0	0	0	0	0	0	0	0	28
IV00_00044698	IV00_00044698	IV00_00044698-RA	protein_coding	0	0	0	131	6	0	0	0	0	0	0	34	0	0	42	0	0	0	0	0	0	0	0	49
IV00_00044699	IV00_00044699	IV00_00044699-RA	protein_coding	3	0	0	121	1	0	1	0	0	0	0	35	0	3	38	0	0	0	0	0	0	0	0	46
IV00_00044702	IV00_00044702	IV00_00044702-RA	protein_coding	0	4	0	104	3	0	0	0	0	0	0	44	0	0	38	0	0	0	4	0	0	0	0	23
IV00_00044703	IV00_00044703	IV00_00044703-RA	protein_coding	0	0	1	69	0	0	0	0	0	1	0	15	0	0	18	0	0	0	0	0	0	0	0	36
IV00_00044705	IV00_00044705	IV00_00044705-RA	protein_coding	0	0	0	100	0	0	0	0	0	0	0	40	0	0	37	0	0	0	0	0	0	0	0	23
IV00_00044709	IV00_00044709	IV00_00044709-RA	protein_coding	0	3	0	85	0	0	0	0	0	0	0	29	0	0	40	0	0	0	3	0	0	0	0	19
IV00_00044710	IV00_00044710	IV00_00044710-RA	protein_coding	0	1	1	84	0	0	0	0	0	1	0	37	0	0	4	0	0	0	1	0	0	0	0	44
IV00_00044714	IV00_00044714	IV00_00044714-RA	protein_coding	0	0	0	72	0	0	0	0	0	0	0	19	0	0	40	0	0	0	0	0	0	0	0	13
IV00_00044716	IV00_00044716	IV00_00044716-RA	protein_coding	1	0	1	78	0	0	0	1	0	0	0	40	0	1	4	0	0	0	0	0	0	0	0	34
IV00_00044717	IV00_00044717	IV00_00044717-RA	protein_coding	0	0	0	65	0	0	0	0	0	0	0	16	0	0	5	0	0	0	0	0	0	0	0	44
IV00_00044718	IV00_00044718	IV00_00044718-RA	protein_coding	0	0	0	27	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	14
IV00_00044721	IV00_00044721	IV00_00044721-RA	protein_coding	0	0	0	43	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	21
IV00_00044724	IV00_00044724	IV00_00044724-RA	protein_coding	0	0	0	41	0	0	0	0	0	0	0	18	0	0	10	0	0	0	0	0	0	0	0	13
IV00_00044725	IV00_00044725	IV00_00044725-RA	protein_coding	0	0	0	31	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	16
IV00_00044726	IV00_00044726	IV00_00044726-RA	protein_coding	0	1	0	46	0	0	0	0	0	0	0	14	0	0	14	0	0	0	1	0	0	0	0	19
IV00_00044727	IV00_00044727	IV00_00044727-RA	protein_coding	0	0	0	59	0	0	0	0	0	0	0	13	0	0	8	0	0	0	0	0	0	0	0	38
IV00_00044738	IV00_00044738	IV00_00044738-RA	protein_coding	0	0	0	130	0	0	0	0	0	0	0	19	0	0	99	0	0	0	0	0	0	0	0	12
IV00_00044740	IV00_00044740	IV00_00044740-RA	protein_coding	0	0	0	62	0	0	0	0	0	0	0	38	0	0	12	0	0	0	0	0	0	0	0	12
IV00_00044741	IV00_00044741	IV00_00044741-RA	protein_coding	0	0	0	82	11	0	0	0	0	0	0	18	0	0	25	0	0	0	0	0	0	0	0	28
IV00_00044748	IV00_00044748	IV00_00044748-RA	protein_coding	0	6	1	198	0	0	0	0	0	1	0	31	0	0	146	0	0	0	6	0	0	0	0	27
IV00_00044749	IV00_00044749	IV00_00044749-RA	protein_coding	0	0	0	86	3	0	0	0	0	0	0	21	0	0	35	0	0	0	0	0	0	0	0	27
IV00_00044750	IV00_00044750	IV00_00044750-RA	protein_coding	0	0	0	55	0	0	0	0	0	0	0	21	0	0	20	0	0	0	0	0	0	0	0	14
IV00_00044751	IV00_00044751	IV00_00044751-RA	protein_coding	0	0	0	42	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	23
IV00_00044752	IV00_00044752	IV00_00044752-RA	protein_coding	0	0	0	123	2	0	0	0	0	0	0	21	0	0	78	0	0	0	0	0	0	0	0	22
IV00_00044755	IV00_00044755	IV00_00044755-RA	protein_coding	0	1	0	86	6	0	0	0	0	0	0	25	0	0	34	0	0	0	1	0	0	0	0	22
IV00_00044756	IV00_00044756	IV00_00044756-RA	protein_coding	0	1	0	95	0	0	0	0	0	0	0	30	0	0	39	0	0	0	1	0	0	0	0	27
IV00_00044757	IV00_00044757	IV00_00044757-RA	protein_coding	2	0	0	77	2	0	0	0	0	0	0	27	0	2	24	0	0	0	0	0	0	0	0	24
IV00_00044759	IV00_00044759	IV00_00044759-RA	protein_coding	0	1	0	117	4	0	0	0	0	0	0	67	0	0	17	0	0	0	1	0	0	0	0	30
IV00_00044760	IV00_00044760	IV00_00044760-RA	protein_coding	0	0	0	119	0	0	0	0	0	0	0	30	0	0	26	0	0	0	0	0	0	0	0	63
IV00_00044761	IV00_00044761	IV00_00044761-RA	protein_coding	0	0	0	81	0	0	0	0	0	0	0	27	0	0	13	0	0	0	0	0	0	0	0	41
IV00_00044762	IV00_00044762	IV00_00044762-RA	protein_coding	0	0	0	172	0	0	0	0	0	0	0	35	0	0	113	0	0	0	0	0	0	0	0	24
IV00_00044762	IV00_00044762	IV00_00044762-RB	protein_coding	0	2	0	170	0	0	0	0	0	0	0	35	0	0	113	0	0	0	2	0	0	0	0	24
IV00_00044764	IV00_00044764	IV00_00044764-RA	protein_coding	1	1	0	286	0	0	0	0	0	0	0	25	0	1	225	0	0	0	1	0	0	0	0	37
IV00_00044767	IV00_00044767	IV00_00044767-RA	protein_coding	0	0	0	81	0	0	0	0	0	0	0	32	0	0	12	0	0	0	0	0	0	0	0	37
IV00_00044778	IV00_00044778	IV00_00044778-RA	protein_coding	0	0	0	55	0	0	0	0	0	0	0	34	0	0	10	0	0	0	0	0	0	0	0	11
IV00_00044781	IV00_00044781	IV00_00044781-RA	protein_coding	2	3	0	110	0	0	0	0	0	0	0	24	0	2	78	0	0	0	3	0	0	0	0	11
IV00_00044781	IV00_00044781	IV00_00044781-RB	protein_coding	1	3	0	111	0	0	0	0	0	0	0	24	0	1	79	0	0	0	3	0	0	0	0	11
IV00_00044788	IV00_00044788	IV00_00044788-RA	protein_coding	0	0	0	50	0	0	0	0	0	0	0	25	0	0	2	0	0	0	0	0	0	0	0	23
IV00_00044795	IV00_00044795	IV00_00044795-RA	protein_coding	3	2	1	224	0	0	0	0	0	1	0	38	0	3	119	0	0	0	2	0	0	0	0	69
IV00_00044796	IV00_00044796	IV00_00044796-RA	protein_coding	1	1	0	246	0	0	0	0	0	0	0	89	0	1	122	0	0	0	1	0	0	0	0	36
IV00_00044798	IV00_00044798	IV00_00044798-RA	protein_coding	0	2	0	70	0	0	0	0	0	0	0	21	0	0	15	0	0	0	2	0	0	0	0	36
IV00_00044801	IV00_00044801	IV00_00044801-RA	protein_coding	0	0	0	385	8	0	0	0	0	0	0	33	0	0	282	0	0	0	0	0	0	0	0	62
IV00_00044801	IV00_00044801	IV00_00044801-RB	protein_coding	0	0	0	102	0	0	0	0	0	0	0	44	0	0	0	17	0	0	0	0	0	0	0	41
IV00_00044826	IV00_00044826	IV00_00044826-RA	protein_coding	1	0	0	152	0	0	0	0	0	0	0	40	0	1	75	0	0	0	0	0	0	0	0	37
IV00_00044874	IV00_00044874	IV00_00044874-RA	protein_coding	0	1	0	62	0	0	0	0	0	0	0	25	0	0	29	0	0	0	1	0	0	0	0	9
IV00_00044881	IV00_00044881	IV00_00044881-RA	protein_coding	0	0	0	60	0	0	0	0	0	0	0	26	0	0	19	0	0	0	0	0	0	0	0	15
IV00_00044905	IV00_00044905	IV00_00044905-RA	protein_coding	1	0	0	44	0	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	20
IV00_00044913	IV00_00044913	IV00_00044913-RA	protein_coding	0	0	3	34	0	0	0	1	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	21
IV00_00044914	IV00_00044914	IV00_00044914-RA	protein_coding	0	1	0	103	0	0	0	0	0	0	0	39	0	0	53	0	0	0	1	0	0	0	0	12
IV00_00044918	IV00_00044918	IV00_00044918-RA	protein_coding	1	0	5	234	0	0	0	2	1	1	1	38	0	1	139	0	0	0	0	0	0	0	0	57
IV00_00044925	IV00_00044925	IV00_00044925-RA	protein_coding	0	0	1	78	0	0	0	0	1	0	0	10	0	0	40	0	0	0	0	0	0	0	0	28
IV00_00044928	IV00_00044928	IV00_00044928-RA	protein_coding	0	0	0	84	3	0	0	0	0	0	0	39	0	0	16	0	0	0	0	0	0	0	0	26
IV00_00044935	IV00_00044935	IV00_00044935-RA	protein_coding	2	0	1	30	0	0	0	0	0	1	0	15	0	2	1	0	0	0	0	0	0	0	0	14
IV00_00044956	IV00_00044956	IV00_00044956-RA	protein_coding	0	0	0	55	0	0	0	0	0	0	0	10	0	0	26	0	0	0	0	0	0	0	0	19
IV00_00044957	IV00_00044957	IV00_00044957-RA	protein_coding	0	0	0	27	0	0	0	0	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	8
IV00_00044967	IV00_00044967	IV00_00044967-RA	protein_coding	0	0	0	52	0	0	0	0	0	0	0	34	0	0	13	0	0	0	0	0	0	0	0	5
IV00_00044973	IV00_00044973	IV00_00044973-RA	protein_coding	0	0	0	32	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	24
IV00_00044974	IV00_00044974	IV00_00044974-RA	protein_coding	0	0	0	9	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1
IV00_00044977	IV00_00044977	IV00_00044977-RA	protein_coding	0	0	0	33	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	14
IV00_00044980	IV00_00044980	IV00_00044980-RA	protein_coding	0	0	0	31	0	0	0	0	0	0	0	5	0	0	22	0	0	0	0	0	0	0	0	4
IV00_00044982	IV00_00044982	IV00_00044982-RA	protein_coding	0	0	0	19	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	5
IV00_00044983	IV00_00044983	IV00_00044983-RA	protein_coding	0	0	0	22	4	0	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	4
IV00_00044983	IV00_00044983	IV00_00044983-RB	protein_coding	0	0	0	22	4	0	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	4
IV00_00044984	IV00_00044984	IV00_00044984-RA	protein_coding	0	0	0	21	2	0	0	0	0	0	0	5	0	0	11	0	0	0	0	0	0	0	0	3
IV00_00044986	IV00_00044986	IV00_00044986-RA	protein_coding	0	0	0	22	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	11
IV00_00044987	IV00_00044987	IV00_00044987-RA	protein_coding	0	0	1	21	0	0	0	0	0	1	0	11	0	0	3	0	0	0	0	0	0	0	0	7
IV00_00044988	IV00_00044988	IV00_00044988-RA	protein_coding	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7
IV00_00044990	IV00_00044990	IV00_00044990-RA	protein_coding	0	0	0	27	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	11
IV00_00044992	IV00_00044992	IV00_00044992-RA	protein_coding	0	0	0	19	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	8
IV00_00044994	IV00_00044994	IV00_00044994-RA	protein_coding	0	0	0	22	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	8
IV00_00044999	IV00_00044999	IV00_00044999-RA	protein_coding	0	0	0	28	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	14
IV00_00045000	IV00_00045000	IV00_00045000-RA	protein_coding	0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	7
IV00_00045002	IV00_00045002	IV00_00045002-RA	protein_coding	0	0	0	14	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	8
IV00_00045003	IV00_00045003	IV00_00045003-RA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
IV00_00045004	IV00_00045004	IV00_00045004-RA	protein_coding	0	0	0	8	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	1
IV00_00045005	IV00_00045005	IV00_00045005-RA	protein_coding	0	0	0	19	0	0	0	0	0	0	0	4	0	0	11	0	0	0	0	0	0	0	0	4
IV00_00045006	IV00_00045006	IV00_00045006-RA	protein_coding	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4
IV00_00045007	IV00_00045007	IV00_00045007-RA	protein_coding	0	0	0	14	2	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	5
IV00_00045008	IV00_00045008	IV00_00045008-RA	protein_coding	0	0	0	13	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	9
IV00_00045009	IV00_00045009	IV00_00045009-RA	protein_coding	0	0	0	18	0	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	3
IV00_00045010	IV00_00045010	IV00_00045010-RA	protein_coding	0	0	1	21	0	0	0	0	0	1	0	13	0	0	3	0	0	0	0	0	0	0	0	5
IV00_00045011	IV00_00045011	IV00_00045011-RA	protein_coding	0	0	0	18	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	5
IV00_00045012	IV00_00045012	IV00_00045012-RA	protein_coding	0	0	0	21	0	0	0	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	0	3
IV00_00045012	IV00_00045012	IV00_00045012-RB	protein_coding	0	0	0	21	0	0	0	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	0	3
